qid,tier,lat,lon,sitelinks,iso
Q860621,market,-37.80700,144.95700,0,AU
Q877929,market,48.11928,11.55329,0,DE
Q892745,market,50.73540,7.10222,0,DE
Q901885,market,42.36000,-71.05500,0,US
Q903466,market,40.28804,23.12941,0,GR
Q906661,market,45.35083,36.46861,0,UA
Q910356,market,5.03333,-2.20000,0,GH
Q917483,market,43.76999,11.25429,0,IT
Q921152,market,41.38540,2.18410,0,ES
Q947295,market,51.22111,4.39972,0,BE
Q947530,market,49.90400,-97.13190,0,CA
Q954158,market,40.82611,14.12056,0,IT
Q961148,market,51.51270,-0.08350,0,GB
Q1041262,market,3.14583,101.69556,0,MY
Q1053899,market,40.03333,-76.30000,0,US
Q1056524,market,47.50530,19.06630,0,HU
Q1058770,market,40.41608,16.81676,0,IT
Q1064672,market,48.86450,2.36250,0,FR
Q1093429,market,51.11246,17.04028,0,PL
Q1108938,market,51.20850,3.22444,0,BE
Q1128703,market,47.51830,19.06130,0,HU
Q1143233,market,46.70000,31.90000,0,UA
Q1226563,market,52.50220,13.43150,0,DE
Q1233293,market,37.82399,15.27398,0,IT
Q1239823,market,52.50240,13.39290,0,DE
Q1254826,market,5.10358,-1.24125,0,GH
Q1257257,market,51.04950,13.73330,0,DE
Q1262508,market,54.08880,12.14020,0,DE
Q1282405,market,43.85895,18.42307,0,BA
Q1282806,market,49.16810,-122.57200,0,CA
Q1283607,market,51.32010,12.38900,0,DE
Q1285506,market,47.66090,9.17818,0,DE
Q1288256,market,50.25840,10.96490,0,DE
Q1310903,market,40.14894,-8.86189,0,PT
Q1313314,market,57.00278,-92.30472,0,CA
Q1317160,market,48.77719,2.29613,0,FR
Q1318387,market,5.01082,-1.62920,0,GH
Q1323468,market,45.44189,12.32924,0,IT
Q1329342,market,51.50200,-0.18950,0,GB
Q1334899,market,41.38180,2.17155,0,ES
Q1347858,market,48.36830,10.89500,0,DE
Q1354134,market,49.11295,2.42211,0,FR
Q1383830,market,40.83333,14.25000,0,IT
Q1408117,market,37.79556,-122.39361,0,US
Q1409635,market,53.62890,11.41490,0,DE
Q1420361,market,50.93840,6.96243,0,DE
Q1427246,market,4.79342,-1.94504,0,GH
Q1435551,market,37.97417,23.72611,0,GR
Q1438515,market,53.53194,-113.50667,0,CA
Q1438517,market,50.49220,-101.57700,0,CA
Q1438654,market,53.57330,-109.79200,0,CA
Q1470771,market,49.44567,7.77036,0,DE
Q1505259,market,48.19810,16.31970,0,AT
Q1517035,market,38.70709,-9.14572,0,PT
Q1543902,market,51.06020,13.74490,0,DE
Q1546036,market,47.76592,9.16000,0,DE
Q1548947,market,51.10944,17.03194,0,PL
Q12257050,market,42.81104,-1.66343,0,ES
Q12267038,market,42.81899,-1.64432,0,ES
Q12294165,market,40.63659,22.94117,0,GR
Q12371259,market,59.38869,24.68366,0,EE
Q12376497,market,58.37874,26.72851,0,EE
Q12503450,market,-6.24081,106.79102,0,ID
Q12585885,market,35.10100,129.02800,0,KR
Q12699646,market,5.91160,116.10170,0,MY
Q3126125,market,47.31830,6.60565,0,FR
Q3126130,market,46.11893,4.95704,0,FR
Q3126131,market,47.08720,-1.28207,0,FR
Q3126134,market,49.20110,3.51381,0,FR
Q3126132,market,49.00440,3.56259,0,FR
Q3126133,market,47.76745,6.10426,0,FR
Q3126138,market,49.06020,3.22631,0,FR
Q3126139,market,47.50930,6.79499,0,FR
Q3126136,market,44.72640,3.85483,0,FR
Q3126142,market,50.86010,4.36959,0,BE
Q3126143,market,49.01848,-0.03212,0,FR
Q3126140,market,44.02270,3.30112,0,FR
Q3126141,market,47.66120,-2.45389,0,FR
Q3126146,market,47.39190,0.68090,0,FR
Q3126147,market,47.62193,6.15963,0,FR
Q3126144,market,47.90310,3.60063,0,FR
Q3126150,market,47.65580,-2.75694,0,FR
Q3126152,market,48.03260,-3.48944,0,FR
Q3126153,market,47.32370,5.03979,0,FR
Q3135324,market,60.16300,24.92949,0,FI
Q3139696,market,51.02778,4.48028,0,BE
Q3169718,market,46.18139,-62.56083,0,CA
Q3198828,market,50.52660,-116.04500,0,CA
Q3206535,market,44.51333,-88.01583,0,US
Q3232879,market,10.77252,106.69802,0,VN
Q3289775,market,48.84920,2.37780,0,FR
Q3289784,market,45.55417,-73.54028,0,CA
Q3289788,market,48.80670,2.13187,0,FR
Q3289793,market,46.98930,3.16320,0,FR
Q3289797,market,-27.59728,-48.55277,0,BR
Q3289806,market,48.87690,2.35500,0,FR
Q3289838,market,45.62770,-1.03126,0,FR
Q3289843,market,48.07460,7.35975,0,FR
Q3289846,market,46.43227,6.90976,0,CH
Q3289845,market,43.77530,7.50675,0,FR
Q3289850,market,44.49771,2.13795,0,FR
Q3289854,market,47.85680,3.97363,0,FR
Q3289852,market,-21.34083,55.47361,0,FR
Q3289857,market,50.52040,1.58412,0,FR
Q3289879,market,48.89080,2.36139,0,FR
Q3289887,market,52.62850,1.29290,0,GB
Q3289911,market,48.87100,2.35800,0,FR
Q3289919,market,48.85806,2.35833,0,FR
Q3289922,market,48.86281,2.36200,0,FR
Q3306262,market,-12.97300,-38.51410,0,BR
Q3361169,market,50.84126,4.34299,0,BE
Q3377015,market,19.42592,-99.12406,0,MX
Q3377260,market,-20.88040,55.45680,0,FR
Q3377447,market,47.84810,4.08515,0,FR
Q3377445,market,45.95111,-77.27028,0,CA
Q3390642,market,46.46043,6.84272,0,CH
Q3390709,market,60.17890,24.95110,0,FI
Q3492561,market,48.53506,-117.89075,0,US
Q3499810,market,46.18820,-123.82700,0,US
Q3557940,market,60.16611,24.95278,0,FI
Q3607386,market,37.03333,14.68333,0,IT
Q3607385,market,37.06121,14.90433,0,IT
Q3661887,market,65.01389,25.46333,0,FI
Q3693378,market,39.60444,19.92446,0,GR
Q3753734,market,41.37861,2.16208,0,ES
Q3820291,market,57.70100,11.95778,0,SE
Q3854838,market,44.64499,10.92545,0,IT
Q3854842,market,44.40566,8.94188,0,IT
Q3854843,market,43.77667,11.25333,0,IT
Q3854850,market,43.84436,10.50601,0,IT
Q3854854,market,43.54997,10.31234,0,IT
Q3902411,market,43.77654,11.25408,0,IT
Q3902408,market,45.53776,10.21799,0,IT
Q4023782,market,38.19225,15.55663,0,IT
Q4120323,market,-23.54167,-46.62917,0,BR
Q4303399,market,59.93722,30.31667,0,RU
Q4325144,market,59.54310,-139.80800,0,US
Q4351972,market,50.85139,2.88694,0,BE
Q4359501,market,51.13111,4.56944,0,BE
Q4359785,market,51.05403,3.72444,0,BE
Q4377894,market,55.74833,49.20889,0,RU
Q4389192,market,49.99667,36.22750,0,UA
Q4411397,market,60.45167,22.26694,0,FI
Q4504370,market,52.60472,39.57222,0,RU
Q4504368,market,55.78639,49.10833,0,RU
Q4637007,market,53.79550,-1.53953,0,GB
Q4666658,market,19.43713,-99.12778,0,MX
Q4766627,market,50.87917,4.70139,0,BE
Q4789100,market,40.65664,23.62289,0,GR
Q4940202,market,53.58050,-2.42970,0,GB
Q4946319,market,53.72230,-1.85930,0,GB
Q4984013,market,35.45830,-106.33300,0,US
Q5001422,market,40.65583,-74.00806,0,US
Q5329438,market,51.48940,-0.08889,0,GB
Q5374577,market,24.86250,67.02944,0,PK
Q5440645,market,51.16444,4.14000,0,BE
Q5449993,market,39.11528,-84.51917,0,US
Q5470939,market,47.25194,-101.27528,0,US
Q5471222,market,49.89880,-97.12610,0,CA
Q5471267,market,43.02028,-112.63472,0,US
Q5471760,market,41.38111,-71.64833,0,US
Q5471780,market,39.18760,-94.19210,0,US
Q5471902,market,62.71250,-109.16500,0,CA
Q5471968,market,40.27890,-104.85500,0,US
Q5472216,market,40.19444,-104.82028,0,US
Q5472227,market,48.42580,-123.36900,0,CA
Q5472322,market,49.62071,-112.91203,0,CA
Q5472327,market,5.17419,-1.11890,0,GH
Q5472401,market,32.75083,-97.33222,0,US
Q5472471,market,53.75300,-111.17600,0,CA
Q5548562,market,19.42221,-99.12468,0,MX
Q5550149,market,42.06269,-1.60570,0,ES
Q5588307,market,37.00667,-110.20250,0,US
Q5710579,market,50.10144,-5.27431,0,GB
Q5881518,market,39.28690,-76.64030,0,US
Q5886785,market,35.67744,51.42344,0,IR
Q6008190,market,36.98453,35.32697,0,TR
Q6010445,market,40.17844,44.50428,0,AM
Q6010527,market,39.26197,-0.46917,0,ES
Q6010635,market,28.14766,-15.42912,0,ES
Q6023826,market,39.76860,-86.15330,0,US
Q6026433,market,40.28578,38.42525,0,TR
Q6038397,market,38.67903,29.40458,0,TR
Q6051883,market,28.05740,-81.82790,0,US
Q6163971,market,53.14667,-117.98472,0,CA
Q6362038,market,5.56648,-0.23658,0,GH
Q6440473,market,60.78330,4.71083,0,NO
Q6454721,market,36.91667,34.90000,0,TR
Q6466530,market,17.36192,78.47284,0,IN
Q6531384,market,35.66819,51.41511,0,IR
Q6636274,market,32.05278,34.79028,0,IL
Q6739865,market,5.54779,-0.20686,0,GH
Q6770689,market,54.24753,-6.97227,0,IE
Q6770727,market,41.82610,-71.40820,0,US
Q6805344,market,33.50868,36.30569,0,SY
Q6817999,market,18.01547,-66.61292,0,US
Q6818002,market,-8.06852,-34.87768,0,BR
Q6886534,market,17.38415,78.47513,0,IN
Q6958250,market,51.55820,-0.11860,0,GB
Q7076260,market,12.76650,43.65096,0,YE
Q7076609,market,-34.60814,-58.37075,0,AR
Q7084036,market,62.26670,-114.16700,0,CA
Q7084477,market,52.70741,-2.75451,0,GB
Q7084977,market,57.13140,-135.37100,0,US
Q7098410,market,10.41180,51.28658,0,SO
Q7203708,market,18.01460,-66.61350,0,US
Q7227582,market,33.77290,-84.36570,0,US
Q7304572,market,22.20540,113.54470,0,CN
Q7333022,market,51.54810,-0.07290,0,GB
Q7371393,market,40.48810,-74.41450,0,US
Q7381672,market,12.98496,77.60590,0,IN
Q7566368,market,52.89000,-106.03300,0,CA
Q7567936,market,-37.83280,144.95600,0,AU
Q7593181,market,54.59580,-5.92203,0,GB
Q7594957,market,51.45404,-2.59308,0,GB
Q7595794,market,6.80993,-58.16760,0,GY
Q7678481,market,4.89800,-1.76000,0,GH
Q7718716,market,51.49240,-0.06360,0,GB
Q7754384,market,54.60070,-5.92758,0,GB
Q7939337,market,46.05110,14.50940,0,SI
Q8003309,market,45.26510,-122.94500,0,US
Q8026016,market,53.14160,-1.64046,0,GB
Q8073895,market,40.85550,25.74577,0,GR
Q8228909,market,43.25552,-2.92424,0,ES
Q9031615,market,38.34815,-0.48614,0,ES
Q9031638,market,37.38745,-5.99993,0,ES
Q9174006,market,43.43336,28.33743,0,BG
Q9199602,market,52.40311,16.90428,0,PL
Q9285120,market,52.27136,20.97159,0,PL
Q9285175,market,52.22220,21.01080,0,PL
Q9285177,market,54.35280,18.65200,0,PL
Q9294997,market,-3.13995,-60.02355,0,BR
Q9324446,market,50.05170,19.92690,0,PL
Q9324445,market,53.14280,22.98830,0,PL
Q9324448,market,49.98234,20.06058,0,PL
Q9324454,market,50.06750,19.94110,0,PL
Q9324452,market,52.41220,16.90460,0,PL
Q9324458,market,50.04420,19.94920,0,PL
Q9324459,market,53.01207,18.61123,0,PL
Q9324456,market,52.24640,21.01690,0,PL
Q9324457,market,53.13210,23.16300,0,PL
Q9324462,market,53.42420,14.55970,0,PL
Q9324461,market,50.71780,23.25280,0,PL
Q9324466,market,53.78370,20.49980,0,PL
Q9324467,market,53.33700,15.04560,0,PL
Q9324471,market,50.71690,23.25220,0,PL
Q9324468,market,54.19030,16.18170,0,PL
Q9324474,market,52.39320,16.92010,0,PL
Q5038445,market,51.48010,-3.17870,0,GB
Q5059450,market,40.05890,-80.72420,0,US
Q5123296,market,43.08100,-89.37800,0,US
Q5123297,market,37.23330,-77.40500,0,US
Q5179234,market,51.75277,-1.25674,0,GB
Q5179232,market,53.76053,-2.69947,0,GB
Q5182895,market,18.94741,72.83471,0,IN
Q5188418,market,39.27680,-76.61330,0,US
Q5193910,market,53.96000,-102.26300,0,CA
Q5310610,market,25.26753,55.29699,0,AE
Q5316526,market,54.77733,-1.57622,0,GB
Q1708950,market,32.06868,34.76905,0,IL
Q1739852,market,53.54889,10.00583,0,DE
Q1746954,market,50.11250,8.68361,0,DE
Q1882599,market,40.75008,14.48473,0,IT
Q1901021,market,48.30510,14.28420,0,AT
Q1901025,market,52.37023,9.73605,0,DE
Q1901029,market,52.50810,13.38810,0,DE
Q1901034,market,47.51360,10.28360,0,DE
Q1901032,market,52.51920,13.38360,0,DE
Q1901036,market,48.77627,9.17944,0,DE
Q1901042,market,52.50360,13.36060,0,DE
Q1901043,market,52.50390,13.41520,0,DE
Q1901107,market,49.68100,8.62280,0,DE
Q1902839,market,51.31530,9.50312,0,DE
Q1921137,market,-34.90567,-56.21178,0,UY
Q1998460,market,4.86800,-2.24440,0,GH
Q2010697,market,48.89083,2.39083,0,FR
Q2148908,market,52.51740,13.30660,0,DE
Q2197068,market,39.47350,-0.37894,0,ES
Q2332094,market,51.05639,3.72111,0,BE
Q2333388,market,53.12194,18.00000,0,PL
Q2379694,market,59.31472,18.07083,0,SE
Q2424003,market,5.53850,-0.20820,0,GH
Q2441154,market,44.17288,28.65848,0,RO
Q2493259,market,41.48444,-81.70306,0,US
Q2566850,market,43.29685,5.38250,0,FR
Q2578678,market,50.82778,3.26528,0,BE
Q2596186,market,51.05587,3.72159,0,BE
Q2603809,market,51.33470,12.37650,0,DE
Q2622180,market,52.63300,-122.45000,0,CA
Q2627311,market,50.44236,30.52163,0,UA
Q2635215,market,59.92083,30.30167,0,RU
Q2712497,market,52.24970,21.01220,0,PL
Q2774337,market,47.64056,6.86028,0,FR
Q2778042,market,50.80779,4.93729,0,BE
Q2791212,market,50.45448,3.95239,0,BE
Q2827071,market,38.41889,27.13778,0,TR
Q2845806,market,-21.00770,55.27242,0,FR
Q2845920,market,50.64535,5.57816,0,BE
Q2887728,market,36.91834,8.34218,0,DZ
Q2900532,market,41.73750,22.19260,0,MK
Q2918531,market,31.78556,35.21222,0,IL
Q3077782,market,43.82364,-117.02038,0,US
Q3077837,market,51.65460,-99.92380,0,CA
Q3077893,market,45.78381,-66.09869,0,CA
Q3077940,market,50.60904,-96.29334,0,CA
Q3077961,market,39.88600,-75.12780,0,US
Q3077966,market,47.30340,-122.53300,0,US
Q3078023,market,44.46535,-92.22458,0,US
Q3078062,market,48.61839,-93.36010,0,CA
Q3078075,market,45.42583,-73.97417,0,CA
Q3078093,market,44.01473,-91.47391,0,US
Q3078099,market,47.28860,-79.46140,0,CA
Q3078187,market,53.15000,-104.80000,0,CA
Q3087476,market,29.95900,-90.06030,0,US
Q3113456,market,50.53100,2.63921,0,FR
Q3113457,market,50.60620,3.38619,0,BE
Q3113466,market,48.85517,2.34543,0,FR
Q3114714,market,-20.88097,55.44786,0,FR
Q3115162,market,47.50620,19.03780,0,HU
Q3115164,market,47.50489,19.05311,0,HU
Q3115168,market,47.49312,19.07285,0,HU
Q3116464,market,46.46040,6.84273,0,CH
Q3126030,market,50.64510,4.56864,0,BE
Q3126049,market,44.25920,2.48680,0,FR
Q3126063,market,43.29970,5.37534,0,FR
Q3126067,market,48.88135,2.37387,0,FR
Q3126071,market,49.43810,1.09500,0,FR
Q3126075,market,47.65500,-2.75847,0,FR
Q3126078,market,48.22310,3.73219,0,FR
Q3126076,market,43.70030,-0.26444,0,FR
Q3126082,market,43.88250,0.98861,0,FR
Q3126080,market,48.04170,3.91136,0,FR
Q3126086,market,44.23590,1.77178,0,FR
Q3126087,market,43.84160,2.67264,0,FR
Q3126084,market,44.27260,2.52350,0,FR
Q3126085,market,48.84729,2.35676,0,FR
Q3126090,market,44.09820,3.07958,0,FR
Q3126091,market,44.65030,0.08041,0,FR
Q3126094,market,49.80730,4.02010,0,FR
Q3126093,market,48.36360,4.33257,0,FR
Q3126098,market,49.63200,4.35559,0,FR
Q3126096,market,47.98860,4.36200,0,FR
Q3126097,market,49.72446,4.30786,0,FR
Q118134406,market,44.42331,8.84705,0,IT
Q118385046,market,7.25713,5.20579,0,NG
Q118444706,market,-9.37922,-38.00360,0,BR
Q118444728,market,-10.35423,-36.29844,0,BR
Q118541516,market,45.36574,0.44578,0,FR
Q118899324,market,22.46862,88.39111,0,IN
Q119419746,market,49.18498,-2.10421,0,JE
Q120030204,market,63.55717,27.18900,0,FI
Q120284601,market,47.86400,2.22253,0,FR
Q120453918,market,37.94363,-7.59552,0,PT
Q120734890,market,18.46797,-66.11745,0,US
Q121074278,market,-4.17153,-38.46214,0,BR
Q121703745,market,52.78594,0.12090,0,GB
Q121734748,market,-20.38598,-43.50275,0,BR
Q121842120,market,-16.50028,-68.13889,0,BO
Q121952694,market,39.60232,-8.40962,0,PT
Q122069826,market,40.82584,14.12174,0,IT
Q122177035,market,52.41376,16.93565,0,PL
Q122178686,market,-33.87977,150.79148,0,AU
Q122195217,market,51.40373,21.15430,0,PL
Q122207585,market,52.50186,-6.56927,0,IE
Q122222506,market,48.73704,4.90452,0,FR
Q122262082,market,49.95180,22.81821,0,PL
Q122262448,market,53.17940,22.08192,0,PL
Q122298664,market,45.34293,28.84032,0,UA
Q122309284,market,47.48505,9.54799,0,CH
Q122330065,market,48.44728,25.56248,0,UA
Q122642753,market,48.90389,2.34083,0,FR
Q122676451,market,41.32680,69.23507,0,UZ
Q122765781,market,39.46121,-8.20026,0,PT
Q122808848,market,39.05374,66.82692,0,UZ
Q123054782,market,41.42396,2.14279,0,ES
Q123128920,market,40.55830,8.31642,0,IT
Q123164675,market,48.70110,2.37020,0,FR
Q123206096,market,50.08760,14.45505,0,CZ
Q123343669,market,6.15686,6.83781,0,NG
Q123344239,market,6.46144,3.20428,0,NG
Q123366726,market,52.92290,-1.47690,0,GB
Q123371570,market,48.85308,2.35942,0,FR
Q123396337,market,5.45353,6.20727,0,NG
Q123402094,market,55.59773,13.00547,0,SE
Q123411786,market,49.68900,19.20305,0,PL
Q123500758,market,-1.51610,-48.69557,0,BR
Q123663044,market,40.31608,36.54675,0,TR
Q123844750,market,38.24340,21.74040,0,GR
Q123909050,market,50.84716,4.35301,0,BE
Q123945002,market,46.10717,-0.75076,0,FR
Q123964967,market,7.50081,9.60636,0,NG
Q124001558,market,8.12960,4.24992,0,NG
Q124061576,market,54.17889,-7.23167,0,IE
Q124061667,market,40.50633,-74.26606,0,US
Q124153298,market,23.20221,-106.42115,0,MX
Q124285094,market,50.05806,19.94931,0,PL
Q124329662,market,41.36056,2.13946,0,ES
Q124331537,market,38.88141,-7.16577,0,PT
Q124347670,market,50.22990,22.11908,0,PL
Q124350717,market,52.53995,-6.95542,0,IE
Q124362776,market,37.14958,-8.65725,0,PT
Q124606122,market,36.51700,23.06200,0,GR
Q124606123,market,36.99410,22.70630,0,GR
Q124606121,market,38.25200,22.09000,0,GR
Q124606126,market,36.65400,22.43100,0,GR
Q124606127,market,37.08210,22.42370,0,GR
Q124606124,market,36.76370,22.56230,0,GR
Q124606125,market,36.70727,22.38694,0,GR
Q124644548,market,37.94190,23.64730,0,GR
Q124644582,market,37.95075,23.53940,0,GR
Q124644662,market,37.99700,23.34285,0,GR
Q124713708,market,12.36669,-1.52328,0,BF
Q124807486,market,37.65863,27.29775,0,TR
Q124847299,market,49.49056,0.10462,0,FR
Q125149659,market,53.14424,-1.19647,0,GB
Q125490946,market,50.03823,22.01050,0,PL
Q125490961,market,37.17682,21.92072,0,GR
Q125511399,market,6.11891,6.77947,0,NG
Q125517126,market,22.36673,114.13423,0,CN
Q125523468,market,37.90520,22.87990,0,GR
Q125587825,market,44.37701,4.69606,0,FR
Q125635362,market,10.76852,106.68045,0,VN
Q125697322,market,69.56812,-138.91386,0,CA
Q125843470,market,4.05729,9.71540,0,CM
Q125846161,market,48.10407,-77.78383,0,CA
Q125856978,market,47.28124,11.50880,0,AT
Q125934937,market,38.42306,27.13314,0,TR
Q125957262,market,51.22343,6.77356,0,DE
Q125981223,market,-4.34169,152.26435,0,PG
Q125981788,market,-5.85581,144.23505,0,PG
Q125983587,market,12.18775,6.66749,0,NG
Q126125504,market,29.07833,-110.95278,0,MX
Q126179478,market,37.68399,31.71837,0,TR
Q126195213,market,43.38408,-1.66773,0,FR
Q126197548,market,41.40087,2.20528,0,ES
Q126341378,market,47.04431,7.27613,0,CH
Q126363387,market,47.05498,7.63109,0,CH
Q126600497,market,26.16994,50.55465,0,BH
Q126699800,market,54.29240,-6.84416,0,GB
Q126699924,market,54.45990,-6.08501,0,GB
Q126700342,market,55.12910,-6.66921,0,GB
Q126700689,market,54.66090,-5.66763,0,GB
Q126701728,market,55.20150,-6.25290,0,GB
Q126701939,market,54.84880,-5.82149,0,GB
Q126702621,market,54.18230,-7.36102,0,GB
Q126702649,market,54.25170,-7.44176,0,GB
Q126702652,market,54.25320,-7.44302,0,GB
Q126702909,market,54.34640,-7.63848,0,GB
Q126703763,market,54.35070,-6.65629,0,GB
Q126703939,market,54.23750,-6.16097,0,GB
Q126704520,market,54.39640,-5.75845,0,GB
Q126705161,market,54.75380,-6.46183,0,GB
Q126705177,market,54.74860,-6.32122,0,GB
Q126705232,market,54.74860,-6.32095,0,GB
Q126705406,market,54.71480,-5.80689,0,GB
Q126705692,market,54.64180,-5.53541,0,GB
